Week,Organization,Treasury,Members,Territories,Heat,Active
22,Sabini's Gang,4666,12,4,0,True
23,Solomons' Bakery,3158,12,4,0,True
23,Backstreet Boys,4339,8,6,0,True
23,The Cabal,0,0,0,0,False
23,Camden Boys,9902,5,5,0,True
23,Kimber's Boys,4208,8,1,0,True
23,Sabini's Gang,4681,12,4,0,True
24,Solomons' Bakery,3222,12,4,0,True
24,Backstreet Boys,4606,8,6,0,True
24,The Cabal,0,0,0,0,False
24,Camden Boys,10519,5,5,0,True
24,Kimber's Boys,4552,8,1,0,True
24,Sabini's Gang,4696,12,4,0,True
25,Solomons' Bakery,3286,12,4,0,True
25,Backstreet Boys,4939,8,6,0,True
25,The Cabal,0,0,0,0,False
25,Camden Boys,11136,5,5,0,True
25,Kimber's Boys,4968,8,1,0,True
25,Sabini's Gang,4711,12,4,0,True
26,Solomons' Bakery,3350,13,4,0,True
26,Backstreet Boys,5272,7,6,0,True
26,The Cabal,0,0,0,0,False
26,Camden Boys,11753,4,5,0,True
26,Kimber's Boys,5462,8,1,0,True
26,Sabini's Gang,4726,12,4,0,True
27,Solomons' Bakery,3404,12,4,0,True
27,Backstreet Boys,5615,7,6,0,True
27,The Cabal,0,0,0,0,False
27,Camden Boys,12380,5,5,0,True
27,Kimber's Boys,6029,8,1,0,True
27,Sabini's Gang,4741,11,4,0,True
28,Solomons' Bakery,3545,12,4,0,True
28,Backstreet Boys,5958,7,6,0,True
28,The Cabal,0,0,0,0,False
28,Camden Boys,12997,6,5,0,True
28,Kimber's Boys,6596,8,1,0,True
28,Sabini's Gang,4834,10,4,0,True
29,Solomons' Bakery,3751,12,4,0,True
29,Backstreet Boys,6387,7,6,0,True
29,The Cabal,0,0,0,0,False
29,Camden Boys,13604,5,5,0,True
29,Kimber's Boys,7163,8,1,0,True
29,Sabini's Gang,5024,10,4,0,True
30,Solomons' Bakery,3957,12,4,0,True
30,Backstreet Boys,6816,7,6,0,True
30,The Cabal,0,0,0,0,False
30,Camden Boys,14290,5,5,0,True
30,Kimber's Boys,7730,8,1,0,True
30,Sabini's Gang,5214,10,4,0,True
31,Solomons' Bakery,4163,12,4,0,True
31,Backstreet Boys,7245,7,6,0,True
31,The Cabal,0,0,0,0,False
31,Camden Boys,14976,6,5,0,True
31,Kimber's Boys,8297,8,1,0,True
31,Sabini's Gang,5404,10,4,0,True
32,Solomons' Bakery,4369,13,4,0,True
32,Backstreet Boys,7755,7,6,0,True
32,The Cabal,0,0,0,0,False
32,Camden Boys,15652,6,5,0,True
32,Kimber's Boys,8944,8,1,0,True
32,Sabini's Gang,5594,10,4,0,True
33,Solomons' Bakery,4565,12,4,0,True
33,Backstreet Boys,8265,7,6,0,True
33,The Cabal,0,0,0,0,False
33,Camden Boys,16328,6,5,0,True
33,Kimber's Boys,9591,8,1,0,True
33,Sabini's Gang,5784,10,4,0,True
34,Solomons' Bakery,4771,11,4,0,True
34,Backstreet Boys,8775,7,6,0,True
34,The Cabal,0,0,0,0,False
34,Camden Boys,17004,6,5,0,True
34,Kimber's Boys,10238,8,1,0,True
34,Sabini's Gang,6046,10,4,0,True
35,Solomons' Bakery,4987,11,4,0,True
35,Backstreet Boys,9368,8,6,0,True
35,The Cabal,0,0,0,0,False
35,Camden Boys,17680,6,5,0,True
35,Kimber's Boys,10885,8,1,0,True
35,Sabini's Gang,6308,10,4,0,True
36,Solomons' Bakery,5203,11,4,0,True
36,Backstreet Boys,9951,9,6,0,True
36,The Cabal,0,0,0,0,False
36,Camden Boys,18356,7,5,0,True
36,Kimber's Boys,11532,8,1,0,True
36,Sabini's Gang,6626,10,4,0,True
37,Solomons' Bakery,5419,12,4,0,True
37,Backstreet Boys,10524,9,6,0,True
37,The Cabal,0,0,0,0,False
37,Camden Boys,19022,7,5,0,True
37,Kimber's Boys,12179,8,1,0,True
37,Sabini's Gang,6944,11,4,0,True
38,Solomons' Bakery,5625,12,4,0,True
38,Backstreet Boys,11097,7,7,0,True
38,The Cabal,0,0,0,0,False
38,Camden Boys,19688,5,4,0,True
38,Kimber's Boys,12881,8,1,0,True
38,Sabini's Gang,7252,12,4,0,True
39,Solomons' Bakery,5884,12,4,0,True
39,Backstreet Boys,11690,7,7,0,True
39,The Cabal,0,0,0,0,False
39,Camden Boys,20441,5,4,0,True
39,Kimber's Boys,13668,9,1,0,True
39,Sabini's Gang,7550,12,4,0,True
40,Solomons' Bakery,6143,13,4,0,True
40,Backstreet Boys,12283,7,7,0,True
40,The Cabal,0,0,0,0,False
40,Camden Boys,21194,5,4,0,True
40,Kimber's Boys,14445,10,1,0,True
40,Sabini's Gang,7848,12,4,0,True
41,Solomons' Bakery,6392,14,4,0,True
41,Backstreet Boys,12876,7,7,0,True
41,The Cabal,0,0,0,0,False
41,Camden Boys,21947,5,4,0,True
41,Kimber's Boys,15212,11,1,0,True
41,Sabini's Gang,8232,12,4,0,True
42,Solomons' Bakery,6631,14,4,0,True
42,Backstreet Boys,13469,7,7,0,True
42,The Cabal,0,0,0,0,False
42,Camden Boys,22700,5,4,0,True
42,Kimber's Boys,15969,11,1,0,True
42,Sabini's Gang,8692,12,4,0,True
43,Solomons' Bakery,6870,14,4,0,True
43,Backstreet Boys,14062,7,7,0,True
43,The Cabal,0,0,0,0,False
43,Camden Boys,23453,4,4,0,True
43,Kimber's Boys,16726,10,1,0,True
43,Sabini's Gang,9152,12,4,0,True
44,Solomons' Bakery,7109,13,4,0,True
44,Backstreet Boys,14655,7,7,0,True
44,The Cabal,0,0,0,0,False
44,Camden Boys,24216,4,4,0,True
44,Kimber's Boys,17493,8,1,0,True
44,Sabini's Gang,9612,11,4,0,True
45,Solomons' Bakery,7446,13,4,0,True
45,Backstreet Boys,15248,7,7,0,True
45,The Cabal,0,0,0,0,False
45,Camden Boys,25055,5,4,0,True
45,Kimber's Boys,18280,8,1,0,True
45,Sabini's Gang,10082,11,4,0,True
46,Solomons' Bakery,7783,13,4,0,True
46,Backstreet Boys,15841,7,7,0,True
46,The Cabal,0,0,0,0,False
46,Camden Boys,25884,5,4,0,True
46,Kimber's Boys,19067,7,1,0,True
46,Sabini's Gang,10552,12,4,0,True
47,Solomons' Bakery,8172,13,4,0,True
47,Backstreet Boys,16434,7,7,0,True
47,The Cabal,0,0,0,0,False
47,Camden Boys,26796,5,4,0,True
47,Kimber's Boys,19864,6,2,0,True
47,Sabini's Gang,11012,10,3,0,True
48,Solomons' Bakery,8644,13,4,0,True
48,Backstreet Boys,17027,7,7,0,True
48,The Cabal,0,0,0,0,False
48,Camden Boys,27708,5,4,0,True
48,Kimber's Boys,20671,5,1,0,True
48,Sabini's Gang,11492,9,4,0,True
49,Solomons' Bakery,9116,12,4,0,True
49,Backstreet Boys,17703,7,7,0,True
49,The Cabal,0,0,0,0,False
49,Camden Boys,28620,4,4,0,True
49,Kimber's Boys,21488,5,1,0,True
49,Sabini's Gang,11982,9,4,0,True
